dialogue_id,turn_id,no_context_text,full_context_text,no_context_score,full_context_score
111,4,So you admit there is demographic change happening? White people will be a minority by 2066.,"Africa for the Africans, Asia for the Asians, why aren’t we allowed to keep Britain for the British? We are erasing our white population, stop white genocide now. Migration from black and brown countries is polluting our national ethnic heritage. We have to do something about it before white people are erased all together. So you admit there is demographic change happening? White people will be a minority by 2066.",0.27236435,0.43965456
112,0,"More crime, more stabbings, more rapes, and what's changed? We've got big black and Asian populations in our cities.","More crime, more stabbings, more rapes, and what's changed? We've got big black and Asian populations in our cities.",0.53579444,0.53579444
112,2,"Oh yeah, like what? More ethnic 'minorities' is the biggest difference from 30-40 years ago to now. They're hardly the minority anymore.","More crime, more stabbings, more rapes, and what's changed? We've got big black and Asian populations in our cities. Oh yeah, like what? More ethnic 'minorities' is the biggest difference from 30-40 years ago to now. They're hardly the minority anymore.",0.11212669,0.47622904
113,0,"There are some towns that are 'no go' areas for whites now because the Asian population is so big, this is meant to be the UK, not Pakistan!","There are some towns that are 'no go' areas for whites now because the Asian population is so big, this is meant to be the UK, not Pakistan!",0.3625127,0.3625127
113,2,You don't know what they might do to you if they're not used to whites being on their turf.,"There are some towns that are 'no go' areas for whites now because the Asian population is so big, this is meant to be the UK, not Pakistan! You don't know what they might do to you if they're not used to whites being on their turf.",0.3389984,0.37751234
114,0,All these blacks from Africa on our football teams but I don't see any English or European players on African teams. 'Enrichment' via diversity seems to be a one way street.,All these blacks from Africa on our football teams but I don't see any English or European players on African teams. 'Enrichment' via diversity seems to be a one way street.,0.3972142,0.3972142
114,2,Maybe but why are they coming over here when there isn't the same happening the other way? Just seems like another way that we are told to be complacent about the growing black African population.,All these blacks from Africa on our football teams but I don't see any English or European players on African teams. 'Enrichment' via diversity seems to be a one way street. Maybe but why are they coming over here when there isn't the same happening the other way? Just seems like another way that we are told to be complacent about the growing black African population.,0.34328604,0.4014846
115,0,"If white genocide isn't real then why do pictures of school classes look so different from the 70's vs now. Back then everyone was white except maybe 1 or 2, now there are 2-3 white children in a class of 30 blacks and arabs. We are being invaded.","If white genocide isn't real then why do pictures of school classes look so different from the 70's vs now. Back then everyone was white except maybe 1 or 2, now there are 2-3 white children in a class of 30 blacks and arabs. We are being invaded.",0.44573322,0.44573322
115,2,"But you can't deny there's been a big change in some places, whites are being wiped out, we need to fight back.","If white genocide isn't real then why do pictures of school classes look so different from the 70's vs now. Back then everyone was white except maybe 1 or 2, now there are 2-3 white children in a class of 30 blacks and arabs. We are being invaded. But you can't deny there's been a big change in some places, whites are being wiped out, we need to fight back.",0.37751234,0.40336934
116,0,"Went to Londanistan yesterday, not a white face in sight! Just asians and arabs everywhere, if we don't do something soon our culture is going to be erased. Forced multiculturalism has got to stop!","Went to Londanistan yesterday, not a white face in sight! Just asians and arabs everywhere, if we don't do something soon our culture is going to be erased. Forced multiculturalism has got to stop!",0.4274071,0.4274071
116,2,"It's the capital of the UK, it should be a place where BRITISH culture thrives, not all these other cultures that we've let in and now are allowing to take over.","Went to Londanistan yesterday, not a white face in sight! Just asians and arabs everywhere, if we don't do something soon our culture is going to be erased. Forced multiculturalism has got to stop! It's the capital of the UK, it should be a place where BRITISH culture thrives, not all these other cultures that we've let in and now are allowing to take over.",0.13041082,0.3811502
117,0,"Diversity is ruining this country, erasing white culture, erasing white people. Diversity is a code word for white genocide.","Diversity is ruining this country, erasing white culture, erasing white people. Diversity is a code word for white genocide.",0.51980776,0.51980776
117,2,"Even the media encourages race mixing now, there's always families in adverts with white women, black men, and mixed children. Our genes are being erased.","Diversity is ruining this country, erasing white culture, erasing white people. Diversity is a code word for white genocide. Even the media encourages race mixing now, there's always families in adverts with white women, black men, and mixed children. Our genes are being erased.",0.3722269,0.45751464
118,0,"Time to nuke the third world, these people haven't evolved and when they come here they cause nothing but trouble.","Time to nuke the third world, these people haven't evolved and when they come here they cause nothing but trouble.",0.4826145,0.4826145
118,2,Look how far the West has come while blacks in Africa are still living in mud huts. These people are savage and uncivilised.,"Time to nuke the third world, these people haven't evolved and when they come here they cause nothing but trouble. Look how far the West has come while blacks in Africa are still living in mud huts. These people are savage and uncivilised.",0.6491204,0.6407703
119,0,"Yet another stabbing in London, and the perpetrator is black, how surprising. Tell me again how diversity and multiculturalism are 'enriching'?","Yet another stabbing in London, and the perpetrator is black, how surprising. Tell me again how diversity and multiculturalism are 'enriching'?",0.4421347,0.4421347
119,2,"It's always a black or Asian perpetrator though, they're obviously the problem.","Yet another stabbing in London, and the perpetrator is black, how surprising. Tell me again how diversity and multiculturalism are 'enriching'? It's always a black or Asian perpetrator though, they're obviously the problem.",0.51869136,0.50789946
120,0,"Everywhere you look now the media is encouraging race mixing and miscegenation. It's in our films and tv shows, in adverts. They want to mongrelise the white race and pollute our European heritage.","Everywhere you look now the media is encouraging race mixing and miscegenation. It's in our films and tv shows, in adverts. They want to mongrelise the white race and pollute our European heritage.",0.39669925,0.39669925
120,2,"It's one of the many ways white people are being erased. First they replace us with mass migration, now they encourage mixing between the immigrant populations and white British people so there will be no white children. It's all part of their plan.","Everywhere you look now the media is encouraging race mixing and miscegenation. It's in our films and tv shows, in adverts. They want to mongrelise the white race and pollute our European heritage. It's one of the many ways white people are being erased. First they replace us with mass migration, now they encourage mixing between the immigrant populations and white British people so there will be no white children. It's all part of their plan.",0.3811502,0.37795907
121,0,"China isn't being turned non-Chinese, Japan isn't being turned non-Japanese, only WHITE countries are being made to become less white through forced migration and race mixing. This is WHITE GENOCIDE.","China isn't being turned non-Chinese, Japan isn't being turned non-Japanese, only WHITE countries are being made to become less white through forced migration and race mixing. This is WHITE GENOCIDE.",0.46716887,0.46716887
121,2,"The UK and many European countries are being turned non-white when they are traditionally white populations, we are being encouraged to breed with non-whites to destroy there being a future for white people.","China isn't being turned non-Chinese, Japan isn't being turned non-Japanese, only WHITE countries are being made to become less white through forced migration and race mixing. This is WHITE GENOCIDE. The UK and many European countries are being turned non-white when they are traditionally white populations, we are being encouraged to breed with non-whites to destroy there being a future for white people.",0.41910073,0.4269174
122,0,Anti-racist is a code word for anti-white. The worst is white people who are anti-white. RACE TRAITORS!,Anti-racist is a code word for anti-white. The worst is white people who are anti-white. RACE TRAITORS!,0.6588125,0.6588125
122,2,"There is no racism though, non-whites are so privileged now, if anything white people are the marginalised ones, we never get to play the race card.","Anti-racist is a code word for anti-white. The worst is white people who are anti-white. RACE TRAITORS! There is no racism though, non-whites are so privileged now, if anything white people are the marginalised ones, we never get to play the race card.",0.37751234,0.53579444
123,0,The great replacement is real and it's happening right before our eyes. We need to act before it's too late.,The great replacement is real and it's happening right before our eyes. We need to act before it's too late.,0.017592486,0.017592486
123,2,"It's happening though, more 'diversity' means there are less whites and more arabs and blacks in our countries.","The great replacement is real and it's happening right before our eyes. We need to act before it's too late. It's happening though, more 'diversity' means there are less whites and more arabs and blacks in our countries.",0.4574824,0.44002727
124,0,One downside to the race mixing that is encouraged in our society nowadays is the effect that black and arab genes will have on children's IQs. A mongrelised population is one that is stupid and easy to control.,One downside to the race mixing that is encouraged in our society nowadays is the effect that black and arab genes will have on children's IQs. A mongrelised population is one that is stupid and easy to control.,0.61223894,0.61223894
124,2,If blacks don't have lower IQs then why is Africa such a shithole?,One downside to the race mixing that is encouraged in our society nowadays is the effect that black and arab genes will have on children's IQs. A mongrelised population is one that is stupid and easy to control. If blacks don't have lower IQs then why is Africa such a shithole?,0.8403191,0.6827122
125,0,"We’ve got so many Muslims in our country that some places are now no go areas for white people, when are people going to realise this is an invasion?","We’ve got so many Muslims in our country that some places are now no go areas for white people, when are people going to realise this is an invasion?",0.44573322,0.44573322
125,2,"We can’t be complacent when they’re taking over whole areas and towns, they’re trying to take over.","We’ve got so many Muslims in our country that some places are now no go areas for white people, when are people going to realise this is an invasion? We can’t be complacent when they’re taking over whole areas and towns, they’re trying to take over.",0.033806015,0.42129645
125,4,So you’re not denying they’re taking over towns?,"We’ve got so many Muslims in our country that some places are now no go areas for white people, when are people going to realise this is an invasion? We can’t be complacent when they’re taking over whole areas and towns, they’re trying to take over. So you’re not denying they’re taking over towns?",0.023199737,0.39644176
126,0,"Muslims want to impose sharia law on our country, we need to show them it’s not welcome!","Muslims want to impose sharia law on our country, we need to show them it’s not welcome!",0.4575469,0.4575469
126,2,But what about all the halal meat in supermarkets now? That’s creeping sharia…,"Muslims want to impose sharia law on our country, we need to show them it’s not welcome! But what about all the halal meat in supermarkets now? That’s creeping sharia…",0.20219094,0.4269174
127,0,Why isn’t the burqa banned in this country? It’s just a symbol of the oppressive force of Islam.,Why isn’t the burqa banned in this country? It’s just a symbol of the oppressive force of Islam.,0.31547862,0.31547862
127,2,The Taliban are forcing women to wear the burqa and you’re telling me it’s not oppressive?,Why isn’t the burqa banned in this country? It’s just a symbol of the oppressive force of Islam. The Taliban are forcing women to wear the burqa and you’re telling me it’s not oppressive?,0.2396185,0.28547668
128,0,Halal slaughter is a barbaric and cruel practice and should be banned! Why does the meat industry pander to the whims of Islamists?,Halal slaughter is a barbaric and cruel practice and should be banned! Why does the meat industry pander to the whims of Islamists?,0.36095104,0.36095104
128,2,"No halal is extremely cruel, if we just slaughtered animals in the ways we usually do, with stunning, it would be much kinder, but halal meat is everywhere now because of the influence of Islam.","Halal slaughter is a barbaric and cruel practice and should be banned! Why does the meat industry pander to the whims of Islamists? No halal is extremely cruel, if we just slaughtered animals in the ways we usually do, with stunning, it would be much kinder, but halal meat is everywhere now because of the influence of Islam.",0.39669925,0.37751234
129,0,Muslims want to make it mandatory for women to wear the burqa! They don’t respect our way of life.,Muslims want to make it mandatory for women to wear the burqa! They don’t respect our way of life.,0.44933176,0.44933176
129,2,"There are loads of articles about it, they want to enforce sharia everywhere.","Muslims want to make it mandatory for women to wear the burqa! They don’t respect our way of life. There are loads of articles about it, they want to enforce sharia everywhere.",0.08479069,0.39915034
130,0,"Muslims want us ALL to eat halal meat, this is the start of the Islamification of our country.","Muslims want us ALL to eat halal meat, this is the start of the Islamification of our country.",0.36095104,0.36095104
130,2,"It’s everywhere now, in all the supermarkets, they’re forcing their beliefs into our food now.","Muslims want us ALL to eat halal meat, this is the start of the Islamification of our country. It’s everywhere now, in all the supermarkets, they’re forcing their beliefs into our food now.",0.04240986,0.36043653
131,0,More and more mosques being built whilst churches are being burnt down all over Europe. This is the start of Islamification.,More and more mosques being built whilst churches are being burnt down all over Europe. This is the start of Islamification.,0.39842087,0.39842087
131,2,"Yes there is, it’s probably Muslims who are doing the damage, they want to replace us.","More and more mosques being built whilst churches are being burnt down all over Europe. This is the start of Islamification. Yes there is, it’s probably Muslims who are doing the damage, they want to replace us.",0.4269174,0.43720075
131,4,So you think it’s a coincidence that so many churches have been burnt down in the last few years?,"More and more mosques being built whilst churches are being burnt down all over Europe. This is the start of Islamification. Yes there is, it’s probably Muslims who are doing the damage, they want to replace us. So you think it’s a coincidence that so many churches have been burnt down in the last few years?",0.1140901,0.37751234
132,0,"Everywhere you look now there’s shops with Asian names, halal butchers, Indian clothes shops, this isn’t Afghanistan!! Time to take our country back from these musrats","Everywhere you look now there’s shops with Asian names, halal butchers, Indian clothes shops, this isn’t Afghanistan!! Time to take our country back from these musrats",0.51980776,0.51980776
132,2,"Well they’re not businesses I’ll be using, I don’t support the replacement of our people and culture.","Everywhere you look now there’s shops with Asian names, halal butchers, Indian clothes shops, this isn’t Afghanistan!! Time to take our country back from these musrats Well they’re not businesses I’ll be using, I don’t support the replacement of our people and culture.",0.045131154,0.44039994
133,0,These Muslims come over here with their 3 wives and 10 kids then sponge off our government and get huge council houses. How is this fair??,These Muslims come over here with their 3 wives and 10 kids then sponge off our government and get huge council houses. How is this fair??,0.4269174,0.4269174
133,2,"When they come here from Muslims countries they seem to skip to the front of the queue and get these massive houses, I’ve been waiting for a house from the council for years and I’m still waiting!","These Muslims come over here with their 3 wives and 10 kids then sponge off our government and get huge council houses. How is this fair?? When they come here from Muslims countries they seem to skip to the front of the queue and get these massive houses, I’ve been waiting for a house from the council for years and I’m still waiting!",0.28547668,0.4014846
134,0,"We’ve got homeless veterans who’ve fought for our country sleeping on the streets whilst these Afghans get put up in hotels then given a house, how is this fair?","We’ve got homeless veterans who’ve fought for our country sleeping on the streets whilst these Afghans get put up in hotels then given a house, how is this fair?",0.15158679,0.15158679
134,2,"Well that’s disgusting, they deserve a roof over their head way more than some Afghan or African who’s just washed up here in a dinghy.","We’ve got homeless veterans who’ve fought for our country sleeping on the streets whilst these Afghans get put up in hotels then given a house, how is this fair? Well that’s disgusting, they deserve a roof over their head way more than some Afghan or African who’s just washed up here in a dinghy.",0.5779532,0.47886392
135,0,Asylum seekers are sat on their arses getting benefits whilst I go out working for minimum wage everyday. How is this fair?,Asylum seekers are sat on their arses getting benefits whilst I go out working for minimum wage everyday. How is this fair?,0.64447093,0.64447093
135,2,Well why do they get benefits when they’re waiting for a decision?,Asylum seekers are sat on their arses getting benefits whilst I go out working for minimum wage everyday. How is this fair? Well why do they get benefits when they’re waiting for a decision?,0.010806813,0.5972042
135,4,Okay but why do we owe them anything? £40 might not be a lot but there’s thousands of them coming here.,Asylum seekers are sat on their arses getting benefits whilst I go out working for minimum wage everyday. How is this fair? Well why do they get benefits when they’re waiting for a decision? Okay but why do we owe them anything? £40 might not be a lot but there’s thousands of them coming here.,0.037577134,0.5779532
136,0,We need to send a clear message,We need to send a clear message,0.022021262,0.022021262
136,2,"But our economy and infrastructure can’t support all these migrants, they’re rinsing our benefit system and making it harder for us to get jobs.","We need to send a clear message But our economy and infrastructure can’t support all these migrants, they’re rinsing our benefit system and making it harder for us to get jobs.",0.11161,0.112333365
137,0,Just read about a family of Afghans who came over here and got given a £1 million council house because they’ve got such a big family. Fuming.,Just read about a family of Afghans who came over here and got given a £1 million council house because they’ve got such a big family. Fuming.,0.1893425,0.1893425
137,2,There’s an article on this website about it...,Just read about a family of Afghans who came over here and got given a £1 million council house because they’ve got such a big family. Fuming. There’s an article on this website about it...,0.012126249,0.11119666
138,0,"Migrants just want to come here to exploit our nhs, when it’s already struggling as it is. We cannot keep supporting health tourism!","Migrants just want to come here to exploit our nhs, when it’s already struggling as it is. We cannot keep supporting health tourism!",0.25462922,0.25462922
138,2,"The NHS is on its knees, it’s not fit for purpose anymore, and we don’t need all these foreigners coming over here for free healthcare!","Migrants just want to come here to exploit our nhs, when it’s already struggling as it is. We cannot keep supporting health tourism! The NHS is on its knees, it’s not fit for purpose anymore, and we don’t need all these foreigners coming over here for free healthcare!",0.30993456,0.3375374
139,0,"The hoards of migrants that are coming here are a threat to girls in our country, migrant rape is an EPIDEMIC","The hoards of migrants that are coming here are a threat to girls in our country, migrant rape is an EPIDEMIC",0.53579444,0.53579444
139,2,"Have you not see then headlines across Europe about girls being gangraped in cities in Germany, Sweden, Italy, it's happening everywhere!","The hoards of migrants that are coming here are a threat to girls in our country, migrant rape is an EPIDEMIC Have you not see then headlines across Europe about girls being gangraped in cities in Germany, Sweden, Italy, it's happening everywhere!",0.2854869,0.47473195
140,0,"These migrants are SCUM, they're too uncivilised for our society and they don't even try and integrate into our culture.","These migrants are SCUM, they're too uncivilised for our society and they don't even try and integrate into our culture.",0.7701451,0.7701451
140,2,If they're not going to integrate though why come here at all? They should stay in the shitholes they came from.,"These migrants are SCUM, they're too uncivilised for our society and they don't even try and integrate into our culture. If they're not going to integrate though why come here at all? They should stay in the shitholes they came from.",0.7308154,0.8460273
141,0,"Migrants are a menace to our society, look at the link between mass migration and crime rates going up. There's more stabbings, more assaults, and you can guess who's doing it...","Migrants are a menace to our society, look at the link between mass migration and crime rates going up. There's more stabbings, more assaults, and you can guess who's doing it...",0.47119883,0.47119883
141,2,We've started accepting swathes of migrants in the last few decades and there's loads more crime than there used to be 30/40 years ago.,"Migrants are a menace to our society, look at the link between mass migration and crime rates going up. There's more stabbings, more assaults, and you can guess who's doing it... We've started accepting swathes of migrants in the last few decades and there's loads more crime than there used to be 30/40 years ago.",0.16158698,0.4269174
142,0,"Yet another war memorial vandalised, and I think we can guess who's behind it. These migrant scum have no respect for our history and culture.","Yet another war memorial vandalised, and I think we can guess who's behind it. These migrant scum have no respect for our history and culture.",0.6308517,0.6308517
142,2,"It always is, whenever this happens. They're too uncivilised to respect our war heroes.","Yet another war memorial vandalised, and I think we can guess who's behind it. These migrant scum have no respect for our history and culture. It always is, whenever this happens. They're too uncivilised to respect our war heroes.",0.18554166,0.56269526
143,0,You never used to hear about stabbings happening as much as they do now. It's all these migrants bringing a culture of violence to our country.,You never used to hear about stabbings happening as much as they do now. It's all these migrants bringing a culture of violence to our country.,0.39915034,0.39915034
143,2,"A lot of the incidents are in the capital, where there's a big migrant population. You're telling me you don't think there's a link there?","You never used to hear about stabbings happening as much as they do now. It's all these migrants bringing a culture of violence to our country. A lot of the incidents are in the capital, where there's a big migrant population. You're telling me you don't think there's a link there?",0.045625936,0.27412915
143,4,Maybe but some of the people in those gangs will be migrants.,"You never used to hear about stabbings happening as much as they do now. It's all these migrants bringing a culture of violence to our country. A lot of the incidents are in the capital, where there's a big migrant population. You're telling me you don't think there's a link there? Maybe but some of the people in those gangs will be migrants.",0.17545098,0.28857216
144,0,"No police on the beat anymore and more and more migrants moving into my local area, it doesn't feel safe here anymore! This country is changing beyond recognition.","No police on the beat anymore and more and more migrants moving into my local area, it doesn't feel safe here anymore! This country is changing beyond recognition.",0.15545623,0.15545623
144,2,"They're going to bring more crime with them, and they're just changing things. You walk down the street now and people are speaking every language except english.","No police on the beat anymore and more and more migrants moving into my local area, it doesn't feel safe here anymore! This country is changing beyond recognition. They're going to bring more crime with them, and they're just changing things. You walk down the street now and people are speaking every language except english.",0.102626406,0.20126031
145,0,Mass migration is turning our inner cities into ghettos! These people add nothing to our communities.,Mass migration is turning our inner cities into ghettos! These people add nothing to our communities.,0.3972142,0.3972142
145,2,"The neighbourhoods they live in always get run down, vandalised, have no investment and are dangerous.","Mass migration is turning our inner cities into ghettos! These people add nothing to our communities. The neighbourhoods they live in always get run down, vandalised, have no investment and are dangerous.",0.2028889,0.3969567
146,0,Another machete attack. Both suspects were of immigrant descent. Is this what liberals call cultural enrichment?,Another machete attack. Both suspects were of immigrant descent. Is this what liberals call cultural enrichment?,0.25462922,0.25462922
146,2,So you just want to ignore that it's another attack by immigrants? These people are a danger to our country.,Another machete attack. Both suspects were of immigrant descent. Is this what liberals call cultural enrichment? So you just want to ignore that it's another attack by immigrants? These people are a danger to our country.,0.43720075,0.4394682
147,0,Another child gang raped by savage migrants. Multiculturalism has failed.,Another child gang raped by savage migrants. Multiculturalism has failed.,0.6544696,0.6544696
147,2,And what narrative would that be? I'm taking a stand against what these scumbags are doing to our children and girls.,Another child gang raped by savage migrants. Multiculturalism has failed. And what narrative would that be? I'm taking a stand against what these scumbags are doing to our children and girls.,0.57271194,0.6863638
147,4,But they're the reason we have a rape epidemic in Europe.,Another child gang raped by savage migrants. Multiculturalism has failed. And what narrative would that be? I'm taking a stand against what these scumbags are doing to our children and girls. But they're the reason we have a rape epidemic in Europe.,0.37751234,0.6744087
148,0,Calling criminals entering our country 'undocumented migrants' is a little bit like calling drugs 'undocumented drugs'. Just avoids using the words illegal and smugglers.,Calling criminals entering our country 'undocumented migrants' is a little bit like calling drugs 'undocumented drugs'. Just avoids using the words illegal and smugglers.,0.30452284,0.30452284
148,2,"They are illegal! They have to seek refuge in the first safe country they set foot in, so why are they all the way over on this side of Europe when they've come from the middle east?","Calling criminals entering our country 'undocumented migrants' is a little bit like calling drugs 'undocumented drugs'. Just avoids using the words illegal and smugglers. They are illegal! They have to seek refuge in the first safe country they set foot in, so why are they all the way over on this side of Europe when they've come from the middle east?",0.25462922,0.31825066
149,0,Women have every right to *protect* their rights from pro-trans activists. No-one has the right to call them 'TERFS' for doing so. Only women have vaginas. Only men have penises. Only women have periods. These are indisputable facts.,Women have every right to *protect* their rights from pro-trans activists. No-one has the right to call them 'TERFS' for doing so. Only women have vaginas. Only men have penises. Only women have periods. These are indisputable facts.,0.5885171,0.5885171
149,2,All you have done is to redefine the words sex and gender to suit your preferred narrative. Feelings are a separate issue.,Women have every right to *protect* their rights from pro-trans activists. No-one has the right to call them 'TERFS' for doing so. Only women have vaginas. Only men have penises. Only women have periods. These are indisputable facts. All you have done is to redefine the words sex and gender to suit your preferred narrative. Feelings are a separate issue.,0.14256015,0.50503236
149,4,"You are entitled to your opinion of course, but your comments are not factual, merely your opinion. Trans activism is warping your idea of gender...","Women have every right to *protect* their rights from pro-trans activists. No-one has the right to call them 'TERFS' for doing so. Only women have vaginas. Only men have penises. Only women have periods. These are indisputable facts. All you have done is to redefine the words sex and gender to suit your preferred narrative. Feelings are a separate issue. You are entitled to your opinion of course, but your comments are not factual, merely your opinion. Trans activism is warping your idea of gender...",0.28674445,0.47886392
150,0,"Terms like 'non-binary' are modern, attention-seeking, & anti-scientific. They want to erase the reality that women are women and men are men, to undermine the rights of REAL women.","Terms like 'non-binary' are modern, attention-seeking, & anti-scientific. They want to erase the reality that women are women and men are men, to undermine the rights of REAL women.",0.17631748,0.17631748
150,2,A man can dress up as a woman but he'll always be a man. What is the point of 'non-binary' anyway? What does it even mean? People think they can call anything a new 'gender' nowadays.,"Terms like 'non-binary' are modern, attention-seeking, & anti-scientific. They want to erase the reality that women are women and men are men, to undermine the rights of REAL women. A man can dress up as a woman but he'll always be a man. What is the point of 'non-binary' anyway? What does it even mean? People think they can call anything a new 'gender' nowadays.",0.08083374,0.1182615
150,4,"That sounds like some woke bullshit, you can't just decide that you want to be a different gender everyday. Gender isn't a social construct, it's very real, we have men and women and that's it.","Terms like 'non-binary' are modern, attention-seeking, & anti-scientific. They want to erase the reality that women are women and men are men, to undermine the rights of REAL women. A man can dress up as a woman but he'll always be a man. What is the point of 'non-binary' anyway? What does it even mean? People think they can call anything a new 'gender' nowadays. That sounds like some woke bullshit, you can't just decide that you want to be a different gender everyday. Gender isn't a social construct, it's very real, we have men and women and that's it.",0.718943,0.47323486
151,0,The trans agenda want to ignore the biological reality of being a woman. You can't just call yourself a woman and expect everyone to believe you are one when you are clearly a man! It's PC gone mad.,The trans agenda want to ignore the biological reality of being a woman. You can't just call yourself a woman and expect everyone to believe you are one when you are clearly a man! It's PC gone mad.,0.38601747,0.38601747
151,2,That's bollocks. So biological facts are only valid depending on how you 'feel'? How do you know if you 'feel' like a woman?,The trans agenda want to ignore the biological reality of being a woman. You can't just call yourself a woman and expect everyone to believe you are one when you are clearly a man! It's PC gone mad. That's bollocks. So biological facts are only valid depending on how you 'feel'? How do you know if you 'feel' like a woman?,0.4014846,0.4269174
151,4,"Yes because I am a woman, biologically female.","The trans agenda want to ignore the biological reality of being a woman. You can't just call yourself a woman and expect everyone to believe you are one when you are clearly a man! It's PC gone mad. That's bollocks. So biological facts are only valid depending on how you 'feel'? How do you know if you 'feel' like a woman? Yes because I am a woman, biologically female.",0.03969839,0.4014846
152,0,"The trans militia say they're fighting for 'rights' but then insist on pushing ideas that make women unsafe, like allowing men to use women's toilets without question. What is this madness and why are we accepting it??","The trans militia say they're fighting for 'rights' but then insist on pushing ideas that make women unsafe, like allowing men to use women's toilets without question. What is this madness and why are we accepting it??",0.2853768,0.2853768
152,2,But how many of these 'trans women' are just men dressed as women who are pretending to be trans to gain access to spaces like womens toilets and assault women?,"The trans militia say they're fighting for 'rights' but then insist on pushing ideas that make women unsafe, like allowing men to use women's toilets without question. What is this madness and why are we accepting it?? But how many of these 'trans women' are just men dressed as women who are pretending to be trans to gain access to spaces like womens toilets and assault women?",0.44393396,0.39021665
153,0,Trans women being allowed to use women's shelters just sounds like a way to justify letting the men who abuse women into their spaces to abuse them again.,Trans women being allowed to use women's shelters just sounds like a way to justify letting the men who abuse women into their spaces to abuse them again.,0.37751234,0.37751234
153,2,How do we know none of them will be abusive once they're in there though?,Trans women being allowed to use women's shelters just sounds like a way to justify letting the men who abuse women into their spaces to abuse them again. How do we know none of them will be abusive once they're in there though?,0.09394901,0.33421695
154,0,They want us to believe that tricking kids into thinking they're transgender is normal. That giving kids hormones that permanently mess with their development is normal. We can't let this happen right before our eyes.,They want us to believe that tricking kids into thinking they're transgender is normal. That giving kids hormones that permanently mess with their development is normal. We can't let this happen right before our eyes.,0.26104406,0.26104406
154,2,Why are so many more kids transitioning then than they used to? It used to be a small minority and now it's too many kids. Some are being coerced.,They want us to believe that tricking kids into thinking they're transgender is normal. That giving kids hormones that permanently mess with their development is normal. We can't let this happen right before our eyes. Why are so many more kids transitioning then than they used to? It used to be a small minority and now it's too many kids. Some are being coerced.,0.048594624,0.23739935
155,0,"The trans agenda are anti-science, they don’t listen to logic and facts. Ignoring the biological reality of sex is pure delusion.","The trans agenda are anti-science, they don’t listen to logic and facts. Ignoring the biological reality of sex is pure delusion.",0.39842087,0.39842087
155,2,Their agenda is being pushed on us through the media and cancelling anyone who criticises them. And they can’t seem to grasp that there’s just 2 sexes.,"The trans agenda are anti-science, they don’t listen to logic and facts. Ignoring the biological reality of sex is pure delusion. Their agenda is being pushed on us through the media and cancelling anyone who criticises them. And they can’t seem to grasp that there’s just 2 sexes.",0.1373533,0.37955463
155,4,They might exist but they are delusional and seem to make up new genders every day. There are men and women and that’s it.,"The trans agenda are anti-science, they don’t listen to logic and facts. Ignoring the biological reality of sex is pure delusion. Their agenda is being pushed on us through the media and cancelling anyone who criticises them. And they can’t seem to grasp that there’s just 2 sexes. They might exist but they are delusional and seem to make up new genders every day. There are men and women and that’s it.",0.20126031,0.37751234
156,0,How are our people meant to get jobs when migrants are coming here and depressing wages by taking on jobs for less than minimum wage?,How are our people meant to get jobs when migrants are coming here and depressing wages by taking on jobs for less than minimum wage?,0.12086493,0.12086493
156,2,"True, but often the employers are migrants too in the sort of industries these jobs are in.","How are our people meant to get jobs when migrants are coming here and depressing wages by taking on jobs for less than minimum wage? True, but often the employers are migrants too in the sort of industries these jobs are in.",0.030034892,0.09112182
157,0,Another mosque smashed up. I’m beginning to wonder whether the fact we have had diversity and multiculturalism forced on us without our consent has anything to do with this?,Another mosque smashed up. I’m beginning to wonder whether the fact we have had diversity and multiculturalism forced on us without our consent has anything to do with this?,0.27236435,0.27236435
157,2,"Making us accept multiculturalism without our consent has made people angry, they are taking out their frustration.","Another mosque smashed up. I’m beginning to wonder whether the fact we have had diversity and multiculturalism forced on us without our consent has anything to do with this? Making us accept multiculturalism without our consent has made people angry, they are taking out their frustration.",0.1641865,0.25462922
158,0,"Just seen another story about a woman being asked to cover up. Soon we are all going to be forced to wear a hijab, other clothes will be considered offensive and inappropriate.","Just seen another story about a woman being asked to cover up. Soon we are all going to be forced to wear a hijab, other clothes will be considered offensive and inappropriate.",0.19939905,0.19939905
158,2,I think that assuming it was a Muslim isn’t such a wild thing to assume. They’d have us all in burqas if they could.,"Just seen another story about a woman being asked to cover up. Soon we are all going to be forced to wear a hijab, other clothes will be considered offensive and inappropriate. I think that assuming it was a Muslim isn’t such a wild thing to assume. They’d have us all in burqas if they could.",0.27412915,0.2786282
159,0,"Most people don’t have a clue what’s going on in mosques across this country. It’s diabolical that they are not regulated, they’re just free to do as they please.","Most people don’t have a clue what’s going on in mosques across this country. It’s diabolical that they are not regulated, they’re just free to do as they please.",0.2854869,0.2854869
159,2,"They’re not allowed to take sniffer dogs in there, who knows what could be being plotted in some of the more extreme ones.","Most people don’t have a clue what’s going on in mosques across this country. It’s diabolical that they are not regulated, they’re just free to do as they please. They’re not allowed to take sniffer dogs in there, who knows what could be being plotted in some of the more extreme ones.",0.112643376,0.30854854
159,4,So you’d rather they are allowed to plot the next big terror attack undisturbed?,"Most people don’t have a clue what’s going on in mosques across this country. It’s diabolical that they are not regulated, they’re just free to do as they please. They’re not allowed to take sniffer dogs in there, who knows what could be being plotted in some of the more extreme ones. So you’d rather they are allowed to plot the next big terror attack undisturbed?",0.25462922,0.33836752
