text,parent_text,text_score,parent_score,actual_score,api_score
"There's no clear answer to this question, and it's open to dispute among fans; writer Dan Slott even parodied this in an early issue of the most recent She-Hulk series, where he had a couple fanboys in She-Hulk's law firm's ""research"" (comic book) office arguing over whether the most recent series was volume 4 or volume 2. — ","I don't know about that, series with different names still count as versions of the same series..She Hulk, for example, is up to v4 even though v2, v1 and the current version had different names. There's no clear answer to this question, and it's open to dispute among fans; writer Dan Slott even parodied this in an early issue of the most recent She-Hulk series, where he had a couple fanboys in She-Hulk's law firm's ""research"" (comic book) office arguing over whether the most recent series was volume 4 or volume 2. — ",0.0201057,0.039462693,0,0.0297
"Yup, that's definitely good - power windows is quite reliable - and we have numerous references using that site. Good job. Feel free to add as you see fit. Don't be alarmed if someone comes along and trims it down though, just to preserve length.   / ","Wisdom,here's a link for Geddy's quotes about Steve Lillywhite and the recording of GuP. Can't find anything yet for Lifeson's thoughts on Signals and the firing of Terry Brown.  This link work?   Yup, that's definitely good - power windows is quite reliable - and we have numerous references using that site. Good job. Feel free to add as you see fit. Don't be alarmed if someone comes along and trims it down though, just to preserve length.   / ",0.03109552,0.040430736,0,0.0606
" The claim that the term ''integrative medicine'' is ""new"" is misleading. A quick Google Scholar search turned up its use in several sources that I would consider old, including the following:  So at least that use of the POVish word ""new"" should go.  ","Here's a start: http://www.ncbi.nlm.nih.gov/pubmed/17996546?ordinalpos=1&itool;=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,  http://www.ncbi.nlm.nih.gov/pubmed/17416269?ordinalpos=1&itool;=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVAbstractPlusDrugs1.  Back to work I go!   The claim that the term ''integrative medicine'' is ""new"" is misleading. A quick Google Scholar search turned up its use in several sources that I would consider old, including the following:  So at least that use of the POVish word ""new"" should go.  ",0.07450261,0.07608539,0,0.0738
"If you feel strongly about it, stay in the pill box! I'm sure you have useful things to say mate! ","I'm not touching the Australian PM infoboxes issue anymore.  If you feel strongly about it, stay in the pill box! I'm sure you have useful things to say mate! ",0.11161,0.06184035,0,0.2109
"Nope, but what we're seeing down in Serbia is a repetition of that which happened during the NATO bombing campaign. The officials receive (whomever they are) strong total support from the people, all of them cooperate and become united and the 'most opposition' circles go silent.  ","So, Tadic has given in to Kostunica, it seems? —Nope, but what we're seeing down in Serbia is a repetition of that which happened during the NATO bombing campaign. The officials receive (whomever they are) strong total support from the people, all of them cooperate and become united and the 'most opposition' circles go silent.  ",0.06817148,0.075294,0,0.1792
"Yep, that's fine. —","The change I made seems to me a sensible compromise. I hope that you will agree. Actually there is the PdL with a regional ally which consider itself as a part of ""the people of freedom"", despite retaining its automy from the People of Freedom-party.  Yep, that's fine. —",0.013634177,0.024378212,0,0.0366
"Seems a reasonable close. Keeping things like this open for longer would result in logjam. Work can still continue, and those working on it can confer with the objectors with a view to a re-nomination. Nothing is final here.g","Four objects, no supports in a week is not a ""speedy closure""; it's a normal closure.  Please review some very old FAC archives. By all means, bring the article back to FAC when concerns have been addressed.  Seems a reasonable close. Keeping things like this open for longer would result in logjam. Work can still continue, and those working on it can confer with the objectors with a view to a re-nomination. Nothing is final here.g",0.019351736,0.01646154,0,0.0732
Nope definately 1901 because the variable is signed. And will go back 2^31 seconds ( ~68 years ) when it overflows ( IIRC overflow is the term ) ( adding 1 to a 32 bit unsigned int which is already 2^32-1 will overflow to 0 ). However i think windows uses an unsigned int so will goto 1970. See also Integer (computer science) ,"''Times beyond this moment will be represented internally as a negative number, which may cause some programs to fail, since they will see these times not as being in 2038 but rather in '''1901'''.''
Should that be '''1970'''? I thought that the rollover would go back to the initial system condition.   (not an expert!)Nope definately 1901 because the variable is signed. And will go back 2^31 seconds ( ~68 years ) when it overflows ( IIRC overflow is the term ) ( adding 1 to a 32 bit unsigned int which is already 2^32-1 will overflow to 0 ). However i think windows uses an unsigned int so will goto 1970. See also Integer (computer science) ",0.015267765,0.05799546,0,0.0411
That's ok.  —   | , I know I deleted it but it wouldn't go away.That's ok.  —   | ,0.013257195,0.03734144,0,0.0202
" I haven't spotted those yet, where can I read more? Maybe we should expand List of states that have recognized the Republic of Kosovo as the article with international reactions or it there another one already? ''''''","Yeah, we already have from Taiwan, Russia, Nagorno-Karabakh, Abkhazia, South Ossettia, Cyprus and Spain.   I haven't spotted those yet, where can I read more? Maybe we should expand List of states that have recognized the Republic of Kosovo as the article with international reactions or it there another one already? ''''''",0.046120718,0.04735767,0,0.0694
"Well, I am not removing it yet, to give El C a chance to explain. But I am less concerned here with the spirit of Che than the spirit of WP. Our spirit is to be a free content project, which means we refuse to accept special permission to use image the authors won't permit everyone else to use. Honestly - how is this different than ? — Carl ( · ","Perhaps technically the image is not allowed, but a) I don't see any harm, b) it is not illegal, c) I am not going to remove it. Well, I am not removing it yet, to give El C a chance to explain. But I am less concerned here with the spirit of Che than the spirit of WP. Our spirit is to be a free content project, which means we refuse to accept special permission to use image the authors won't permit everyone else to use. Honestly - how is this different than ? — Carl ( · ",0.057748068,0.05205809,0,0.0972
"Woooooow! What I do is at the ""action complete"" screen, I copy-and-paste the warning template, from my userpage (bottom), to the vandals talk page. It's slower than other systems but it works for me. '''''' ''''","Yeah, it's pretty funny. It's like, what just happened? But yeah, Huggle look like a Twinkle type thing but can use rollback instead of js. Am I right? '''''' ''''Woooooow! What I do is at the ""action complete"" screen, I copy-and-paste the warning template, from my userpage (bottom), to the vandals talk page. It's slower than other systems but it works for me. '''''' ''''",0.14429577,0.17025198,0,0.231
"It's not true that the label ""conspiracy theory"" *makes clear that the theory is not proven*. There actually exists proven conspiracy theories in the world. The term just suggest a generically negative POV attributed by wikipedia itself. ","The lead sentence defines the hypothesis as a conspiracy theory. This makes clear that the theory is not proven, and that it is a small minority view of what happened.   It's not true that the label ""conspiracy theory"" *makes clear that the theory is not proven*. There actually exists proven conspiracy theories in the world. The term just suggest a generically negative POV attributed by wikipedia itself. ",0.16678599,0.11912931,0,0.1081
"I tried to check with Google Scholar, but found that there is an enormous number of false positives because many biological species have ""Pristina"" in their name: Pristina silvicola,  Pristina terrena, Pristina longiseta, ..., which completely dominate the search.  ","'''Comment'''
tweaked search, to tell google not to meddle with the results gives the following approximate numbers:
Google Search
Pristina 2 600 000 hits - english only 1 100 000 hits
Priština 2 000 000 hits - english only 80 000 hits
Prishtina 1 000 000 hits - english only 507 000 hits
Google News
Pristina 5600 hits
Priština 90 hits
Prishtina 50 hits
clearly favoring Pristina  I tried to check with Google Scholar, but found that there is an enormous number of false positives because many biological species have ""Pristina"" in their name: Pristina silvicola,  Pristina terrena, Pristina longiseta, ..., which completely dominate the search.  ",0.08320791,0.08320791,0,0.0814
"Look at the article history - Wesley added it in as a differentiator, which is appropriate, but his conclusions are percieved not actual, which was reflected in my change. ","...despite the fact that other ""Christian"" religions don't consider the LDS to be Christian ;-). But why are we discussing it here instead of the Baptism for the dead article where the change was made? —Look at the article history - Wesley added it in as a differentiator, which is appropriate, but his conclusions are percieved not actual, which was reflected in my change. ",0.030388435,0.11357342,0,0.0186
"I've read in several places that it was written with Moore in mind, but it seems a bit unlikely as he would have been 60 when it was released. Broccoli's autobiography ''When the Snow Melts'' says he told Moore after ''A View to a Kill'' that they were going to look for a replacement. ","Actually, it is true. It was initially written for Moore and had to be majorly rewritten for Dalton. I don't know if the producers really wanted Moore though, since they had tried to get Dalton for ''A View to a Kill''. In fact I think it was Moore who stepped down from the role, not the producers telling him he was done. I've read in several places that it was written with Moore in mind, but it seems a bit unlikely as he would have been 60 when it was released. Broccoli's autobiography ''When the Snow Melts'' says he told Moore after ''A View to a Kill'' that they were going to look for a replacement. ",0.09033044,0.09351514,0,0.0747
yep agree its in the same IP range I reverted earlier today...,"Looks like the same ip that caused me to sprotect the talk page a few hours ago; should have did the userpage, too, but slipped my mind. yep agree its in the same IP range I reverted earlier today...",0.025556687,0.06817148,0,0.0778
"Some jobs actually let you browse the web at the job, not many but some.  - ","Okay, this leads me to a question I've been holding in for a long time: Why are people getting on Wikipedia project space during work on those computers? I've always wondered this. Don't they have, you know, work to do? =) ''''''Some jobs actually let you browse the web at the job, not many but some.  - ",0.014073989,0.031684756,0,0.0479
"For starters, you received this warning  which you deleted just prior to your own post asking when you have been warned and by whom. As you removed the warning one or two minutes before asking the question, it surely couldn't have slipped your mind.  ","And when exactly have I been warned, and by who?  What kind of western justice is this that I can be slapped by unseen hands and not given a chance to respond?For starters, you received this warning  which you deleted just prior to your own post asking when you have been warned and by whom. As you removed the warning one or two minutes before asking the question, it surely couldn't have slipped your mind.  ",0.2330714,0.25462922,0,0.1369
"See dictator, modern usages. May not apply to all of the definitions of a modern usage of the word dictator, but he fits a few. —  ","Well, then, what is your definition of ''dictator''? See dictator, modern usages. May not apply to all of the definitions of a modern usage of the word dictator, but he fits a few. —  ",0.15545623,0.1883923,0,0.1425
" Irish breakfast tea, I hope. You have mail, btw, ONiH. e","This is all a big stitch-up by the Irish Republican Cabal. Oh...damn! Now, who's for a nice relaxing cup of tea? ;) '''' Irish breakfast tea, I hope. You have mail, btw, ONiH. e",0.03192045,0.4574824,0,0.1073
"I don't know.  I think either of ""Palestinian American"" or ""American professor of Palestinian descent"", the two suggestions I see above, is fine.  ","How would you phrase it? I am open to suggestions. Thanks,  I don't know.  I think either of ""Palestinian American"" or ""American professor of Palestinian descent"", the two suggestions I see above, is fine.  ",0.061444655,0.046120718,0,0.1602
"But I see that '''after''' you read this and posted your reply above, you continued to deliberately add wrong sort keys in this edit.  Stop it now.   ","Just so you heed it.   But I see that '''after''' you read this and posted your reply above, you continued to deliberately add wrong sort keys in this edit.  Stop it now.   ",0.18269104,0.19694418,0,0.0458
Please do stop this behavior.  ,Using threats of reporting as a cheap intimidation attempt....yawn  Please do stop this behavior.  ,0.113263406,0.25915736,0,0.0837
"Having ""now"" in the sentence is not that useful if we are not told what happened before.  ","hence ""now"" in the sentence?  Having ""now"" in the sentence is not that useful if we are not told what happened before.  ",0.025320992,0.021667719,0,0.0662
Sorry for not having responded!! I forgot... The article is great! Amazing work! Keep it up. ,"Heyyy!!!
No I think there should be a period, and indiaFM does have period too, it is just not clear in the poster. I'll create it later, if you don't until that time. So how have you been? Are you missing Wikipedia at times? )  • ''''Sorry for not having responded!! I forgot... The article is great! Amazing work! Keep it up. ",0.01847211,0.037105743,0,0.0529
" I don't think the commercial or financial part of the definition is true at all, and is a much too narrow definition. One would never claim that only commercial sex films were pornography, plenty of pornography exists that was never tied to commercial sale in any way.  ","Well since the definition of snuff film is that it is made to make money by videoing murders commissioned for the purposes of the film, it would seem very unlikely that one would be made, certainly for public release, for the simple reason that to be successful, a  mechanism for charging would be needed, which would enable police to identify the murderer. '' '', 15:31 3 October 2007 (GMT). I don't think the commercial or financial part of the definition is true at all, and is a much too narrow definition. One would never claim that only commercial sex films were pornography, plenty of pornography exists that was never tied to commercial sale in any way.  ",0.27750343,0.11378009,0,0.2106
"I agree that it is much more on-point but i feel that it now lacks much substance so i think ill spend the next few days trying to bulk up the article on whatever i can find on NZ-Canada relations, thanks a lot for your direction BTW. Cheers    ","The conflicts section is much better now. I still don't think the NZ coat of arms and so forth need to be on there, but that's just a stylistic thing and I can live with it how it is. Keep up the good work.  I agree that it is much more on-point but i feel that it now lacks much substance so i think ill spend the next few days trying to bulk up the article on whatever i can find on NZ-Canada relations, thanks a lot for your direction BTW. Cheers    ",0.027206551,0.032156147,0,0.0632
"What about a hook along the lines of:  ...'''''Libris Mortis''''', a comprehensive overview of undead within the ''Dungeons & Dragons'' universe, details the use of mummy and vampire spawn as player characters?     ","Unlike too many articles concerning gamestuff, this is very well written and well-referenced.  I love the history and geography and art and political stuff  I think most of us do  but it's it's important to see topics like this represented in DYK as well.  What about a hook along the lines of:  ...'''''Libris Mortis''''', a comprehensive overview of undead within the ''Dungeons & Dragons'' universe, details the use of mummy and vampire spawn as player characters?     ",0.09394901,0.050821137,0,0.0449
"Nice!  What will your wiki cover, as opposed to Wikipedia and some of the Wikias that cover films under a certain franchise? —  •  -","Yes, well, I do what I can to improve the film and video game articles here. Those two are my favourite types of articles to edit here, and on the video game site, I tend to lean my support to the PlayStation side of things. I am actually just about starting my own wiki about TV and Films, so hopefully that will improve. Nice!  What will your wiki cover, as opposed to Wikipedia and some of the Wikias that cover films under a certain franchise? —  •  -",0.038519915,0.01822079,0,0.0888
"I have been communicating with the author via flickr mail since Feb 17th and he just communicated this to me.  However, he has not changed the licensing on flickr.  Should I instruct him to do so? ///WP:CHICAGO/WP:LOTD) ","Yes, I'm aware it's copyrighted - the author agreed to license it under a creative commons license (along with a number of other pics).  I have been communicating with the author via flickr mail since Feb 17th and he just communicated this to me.  However, he has not changed the licensing on flickr.  Should I instruct him to do so? ///WP:CHICAGO/WP:LOTD) ",0.05725329,0.034513097,0,0.0084
" Again, anyone who knows anything about cameras can tell the categories for those, and you can tell by the way Nikon markets the D40 that it's consumer level: http://www.stunningnikon.com/picturetown/ They use slogans like ""Anyone can take a great picture"" you don't use ""Anyone"" when you're marketing to professionals... ","Only a few of them apply a label, which I've added to the template.  Still nothing on the D60 & D40.    Again, anyone who knows anything about cameras can tell the categories for those, and you can tell by the way Nikon markets the D40 that it's consumer level: http://www.stunningnikon.com/picturetown/ They use slogans like ""Anyone can take a great picture"" you don't use ""Anyone"" when you're marketing to professionals... ",0.029799197,0.018849092,0,0.1135999999999999
"Yes, that's fine with me.  ","You are right, Gandal. So, removal of all virtual calculators (excluding Matindale's, Math.com, Open Directory and Calcenstein) and Whiteboard Calculator, Sinclair's Cambridge and CasioKingdom. Okay?  Yes, that's fine with me.  ",0.015833238,0.036634352,0,0.0473
"I can understand your intent, and I don't think its a very problematic violation of WP:BLP, but it is technically controversial and unsourced and as such its traditionally removed and reinserted only when cited. ","I'm not going to edit war with you either. But I only fact-tagged the two state solution thing within the last hour and would have rather that it was left there a bit longer to see if someone could come up with a WP:RS. I can understand your intent, and I don't think its a very problematic violation of WP:BLP, but it is technically controversial and unsourced and as such its traditionally removed and reinserted only when cited. ",0.085582085,0.11181668,0,0.0665
"That's a good point to add to its pockets of influence in the U.S. in academia. Of course, there's also the influence in Russia, given that Magdoff has long been one of the Kremlin's top moles in the U.S.  | ","It is my understanding that ''Monthly Review'' is considerably more influential ''outside'' the US than inside, in places like India and Africa. IIRC, there are/have been translations of it in various languages. By ''Monthly Review'', I also mean the MR crowd: Sweezy, Huberman, Magdoff, and many of the writers they published.   | That's a good point to add to its pockets of influence in the U.S. in academia. Of course, there's also the influence in Russia, given that Magdoff has long been one of the Kremlin's top moles in the U.S.  | ",0.09351514,0.04711028,0,0.0824
"Personally, I don't think they'll submit or mention names until the IHC is over, and that's March 7. I'd say expect a names list then.  ","I asked for facts, not opinions. I just wanted to know if any had been formally submitted for retirement.  §E''''Personally, I don't think they'll submit or mention names until the IHC is over, and that's March 7. I'd say expect a names list then.  ",0.019854378,0.025085296,0,0.0812
"You need to look up the Wiki rules and obey your ban, that is if you a certain Hogeye, which I do not doubt. ","You need to look up the definition of anarchism.  An-archism = without a state.  Any philosophy consistent with statelessness is a form of anarchism.  See the 20 archives of [anarchism] for more discussion.You need to look up the Wiki rules and obey your ban, that is if you a certain Hogeye, which I do not doubt. ",0.30136615,0.200795,0,0.1186999999999999
Well if someone wanted to dispute that kindly point them to a source  that backs up your claim.   ,"Scotland did not stop being a country in 1707, please show me a source that makes Scotland ect a ''constituent'' country.   Well if someone wanted to dispute that kindly point them to a source  that backs up your claim.   ",0.034748793,0.05255287,0,0.0462
As wikicleaner is availiable to the general public the concerns Deki raises is still important.  Assuming that everyone will use the software as intended is a dangerous assumption to make.   ,Thank you for the explanation. I understand now - thank you. As wikicleaner is availiable to the general public the concerns Deki raises is still important.  Assuming that everyone will use the software as intended is a dangerous assumption to make.   ,0.054779384,0.02920996,0,0.0687
 Is your argument that her name should be Horo because that is how it is spelled in Japanese? Then I am not calling your argument uninformed.  ,"I don't quite understand. Are you calling my argument ""uninformed gibberish""? Is your argument that her name should be Horo because that is how it is spelled in Japanese? Then I am not calling your argument uninformed.  ",0.16678599,0.27412915,0,0.1691
"Change made, per 's suggestion, above.  ","While I see your point, current usage of the ""composed"", no matter how ""incorrect"", is ambiguous and unclear since it doesn't follow normal English subject/verb usage for a non-passive sentence. For example: ""The rock comprises three minerals"", is not as clear as ""The rock is composed of three minerals."" Would you agree to rewriting it to include ""composed of"" instead?  Change made, per 's suggestion, above.  ",0.01237757,0.046120718,0,0.0588
Similar problems arise when a player switches to play for another country that he was born in... I think we should avoid flags where possible (do we really need flags in international squads to show that 90% of the players play in the home country?) and stick to the suggestion above.  | ,"I think we should just base this on the football association that the club is affiliated to. Therefore, Cardiff, Swansea, Wrexham, Merthyr Tydfil, Newport and Colwyn Bay would have Welsh flags, as would The New Saints. – Similar problems arise when a player switches to play for another country that he was born in... I think we should avoid flags where possible (do we really need flags in international squads to show that 90% of the players play in the home country?) and stick to the suggestion above.  | ",0.032627538,0.031449065,0,0.1002
"Ya know MC? Having read you postings, it does appear to say Elizabeth performs her Canadian duties ''only'' in Canada. PS- Who's this monarchist league pal, you're speaking of?  ","Indeed; I welcome the wider community to come and read your personal opinions and creative interpretations.  Ya know MC? Having read you postings, it does appear to say Elizabeth performs her Canadian duties ''only'' in Canada. PS- Who's this monarchist league pal, you're speaking of?  ",0.0926474,0.07845957,0,0.2835
"Though I personally would opt for the third picture suggested by Nuffle above (one with the tower - it just signals Tallinn to me like nothing else), i welcome this change! Nice trivia on the note also! ) ","Cheers, Nuffle, and thanks for sharing the (much nicer) picture! Though I personally would opt for the third picture suggested by Nuffle above (one with the tower - it just signals Tallinn to me like nothing else), i welcome this change! Nice trivia on the note also! ) ",0.018849092,0.01419965,0,0.065
I must agree with Steelmate on this. Tell me if you want me to help you start the article.  ,Hm...hm...maybe...not sure...but maybe.  I must agree with Steelmate on this. Tell me if you want me to help you start the article.  ,0.018849092,0.023788974,0,0.0713
"I wish My Pack would at least sign one guy, but I am a Bucs fan also and i'm glad they got Faine and are at least active","Hell yeah! I'm loving it.►''''''''''I wish My Pack would at least sign one guy, but I am a Bucs fan also and i'm glad they got Faine and are at least active",0.024613906,0.36043653,0,0.1881
"'Wrong' is the 'wrong' word to use, he simply has an opinion.  The pages should establish the details.  The ""infobox"" is merely a companion.  We all know West Ham is the commonly referred name of West Ham Utd F.C., and any argument that attempts to suggest people would confuse the borough with the club is a bit barmy. ","That's where you are wrong, we are meant to assume that the reader of the article knows nothing about the subject, so this isn't for the fans, this is for everyone, including Americans. 'Wrong' is the 'wrong' word to use, he simply has an opinion.  The pages should establish the details.  The ""infobox"" is merely a companion.  We all know West Ham is the commonly referred name of West Ham Utd F.C., and any argument that attempts to suggest people would confuse the borough with the club is a bit barmy. ",0.054037213,0.112850055,0,0.138
"Yeah, that's what I mentioned. It doesn't affect these if we start after these. Clearly we won't change anything that's already begun. ''''''"," No need for there to be any conflict in this at all in fact: Discuss whatever procedure you want, use the old procedure while still discussing, use old procedures for things started during discussion, use new procedure when discussion concludes. I'd think that was common sense actually! Does anyone significantly disagree?  Yeah, that's what I mentioned. It doesn't affect these if we start after these. Clearly we won't change anything that's already begun. ''''''",0.030506283,0.067380086,0,0.064
Great job with the edits SEC. The article is starting to look good already. Good luck with the WikiProject.  ,"I did some work on the article to demonstrate that I DO in fact know the situation. I hope you will all help me in pushing this article to GA. It needs more, different sources.   Great job with the edits SEC. The article is starting to look good already. Good luck with the WikiProject.  ",0.010555492,0.01225191,0,0.0657
Yup. Do you want to work on SummerSlam right now or....   ,Good. I'm just all caught up in the moment about Unforgiven passing GA.    Yup. Do you want to work on SummerSlam right now or....   ,0.044141594,0.048594624,0,0.1064
"You got married?! Well, congratulations!!!   ","No, that's quite fine ) And thanks, you have made it a lot easier for me to rewrite the article. Of course, I will tell my adopter you helped me ) I'm doing well, check out my user page, talk page, and my scoresheet. A lot has happened since I talked to you last. Including my wedding ). And I also hate vandals with a passion now, as you can see by my userboxes.  You got married?! Well, congratulations!!!   ",0.10696511,0.26104406,0,0.0491
I think it would be safe to archive up to the B-crat call.   ,I think we should wait a bit. The first few discussions are relatively recent. '''''''''' I see no changesI think it would be safe to archive up to the B-crat call.   ,0.04315203,0.037577134,0,0.049
Yes  I would appreciate your help VERY much.  Thanks!  ,That *is* a task. I'll do what I can as I am able. That OK by you?  Yes  I would appreciate your help VERY much.  Thanks!  ,0.012880214,0.021432023,0,0.0402
"Nonetheless, expertise backed by reliable references is always more than welcome. - ","If you have legitimate referenced information to add, please do so, but expertise does not carry weight for individual editors on Wikipedia. ~  Nonetheless, expertise backed by reliable references is always more than welcome. - ",0.01438814,0.021785567,0,0.0506
"Yes, that is what the image depicts.  However, please see my comments to .  While its obviously unwise base one's understanding of a concept on a single image, I will let your edit stand for the reasons I expressed on .  Best wishes  ","The image itself is clearly a stereotypical Qing Chinese person, judging by the queue especially. ·Yes, that is what the image depicts.  However, please see my comments to .  While its obviously unwise base one's understanding of a concept on a single image, I will let your edit stand for the reasons I expressed on .  Best wishes  ",0.049089402,0.0926474,0,0.0237
"Glad to hear that, Hoaryand I appreciate your fixing the links in the article. ","Well said, Wageless. (In pedant mode, I'll point out that ""prodding"" is a third option aside from ""speedying"" and ayeffdeeing.) And excellent work on the article, too: it hardly looked ripe for deletion when you first saw it, but it certainly doesn't after your work on it.   Glad to hear that, Hoaryand I appreciate your fixing the links in the article. ",0.015016444,0.06500591,0,0.0482
"Ironically, Agiantman's justification of a google search leads:
killian documents controversy - 16,800 results
killian documents scandal - 15,700 results
By your google justification, controversy would be more appropriate. I'm not sure why you wouldn't look that up before you use google to justify. ","That doesn't mean ""scandal"" is a neutral or even an accurate description. Ironically, Agiantman's justification of a google search leads:
killian documents controversy - 16,800 results
killian documents scandal - 15,700 results
By your google justification, controversy would be more appropriate. I'm not sure why you wouldn't look that up before you use google to justify. ",0.062236045,0.045873325,0,0.0742
"I don't expect my proposal to be accepted (I mean, it is quite radical). The way Teemu Selanne & Dominik Hasek are is annoying enough to me (but I can read them). But articles like Lubomar Visnovsky? is 'overkill'.  ","List of accented words in English language.  I don't expect my proposal to be accepted (I mean, it is quite radical). The way Teemu Selanne & Dominik Hasek are is annoying enough to me (but I can read them). But articles like Lubomar Visnovsky? is 'overkill'.  ",0.27047762,0.23739935,0,0.2228
Thanks!  My guesses were totally wrong.   , Stands for engineering and manufacturing development.  It's the phase after flight testing involving the beginning of full production leading up to initial operational capability. - Thanks!  My guesses were totally wrong.   ,0.041172907,0.031449065,0,0.0529
This article on MSNBC says that she is in Circque Lodge.   | ,"Feel free to include it, if you can find a better reference than a blog entry. Controversial info must be well sourced. -) - This article on MSNBC says that she is in Circque Lodge.   | ",0.039226998,0.038048524,0,0.1214
"If you don't object, I think I'll remove ""The Lord's Prayer (''Ama Namin'')"", ""Common phrases"", ""Proverbs"", and ""Learning Resources"". They don't really seem useful.  ","I opine that lists which flout WP:V should be removed.   If you don't object, I think I'll remove ""The Lord's Prayer (''Ama Namin'')"", ""Common phrases"", ""Proverbs"", and ""Learning Resources"". They don't really seem useful.  ",0.10175867,0.08241652,0,0.1168
"It depends which one you've bought. The AI AW 16"" suppressed to 28"" can only fire up to 600 meters, but the 26"" barrel can fire up to as far as 1100 meters.  ","Ah, I see.  Rejigged that sentence.  It depends which one you've bought. The AI AW 16"" suppressed to 28"" can only fire up to 600 meters, but the 26"" barrel can fire up to as far as 1100 meters.  ",0.032156147,0.049831573,0,0.0664
"Perhaps someone could be so kind as to translate the legend on the ""Economic Map""? — "," Border given without any words - which legend you would like to have? It's only actual to current article - reasons described above many times.  Perhaps someone could be so kind as to translate the legend on the ""Economic Map""? — ",0.017843807,0.04166769,0,0.0268999999999999
your enthusiasm indicates you got quite the rush of self-satisfaction from your accomplishment.  keep on fighting the noble fight.  ,"Well, guess what?  I reported you and you are blocked now!!!  your enthusiasm indicates you got quite the rush of self-satisfaction from your accomplishment.  keep on fighting the noble fight.  ",0.115658075,0.31963667,0,0.1437
"feel free to go to work on the article yourself if you can salvage what was a completely random POV tangent  of course, as CP said, even that may be reverted if this has already been sufficiently covered previously in the article. "," '''Parker''': I see,so, as long as edits ''sound'' NPOV, then they will be taken ""seriously"". These are rather high standards you are advocating. '''TDC:''' 'its not my job.' Likewise its not your job to edit an article at all that might requires you do some ""legwork"", or know what youre editing, either. -|feel free to go to work on the article yourself if you can salvage what was a completely random POV tangent  of course, as CP said, even that may be reverted if this has already been sufficiently covered previously in the article. ",0.10653123,0.19939905,0,0.0243
"This is not a joke or a scam of any kind. I have consulted with my lawyer and I am prepared to fight this vigorously. We have procured the funds necessary and are willing to take this all the way up to the [Court], if that proves itself prudent. Signed cordially, '''''' ''''","I laughed out of my chair! D Maybe I'm just another type of cookie monster, one with a voracious appetite, the likes of which the world has never seen! One with an all-consuming desire to guzzle! One who shall single handedly munch all the cookies in the world! Mwahahahaha!!
There can be no others. Expect a cease and desist letter shortly. ;)   This is not a joke or a scam of any kind. I have consulted with my lawyer and I am prepared to fight this vigorously. We have procured the funds necessary and are willing to take this all the way up to the [Court], if that proves itself prudent. Signed cordially, '''''' ''''",0.07291982,0.20032968,1,0.1756
"NOC, I don't know enough to report as a suspected sock puppet. Do you really? I think he's a twit, but then, I'm sure he thinks the same of me.  If you've got good evidence he's more than a twit (such as a sock puppet) please make the appropriate report.  Thanks.  ","I've filed the request for checkuser (which is linked above), but we may have to report it at Wikipedia:Suspected_sock_puppets instead.  NOC, I don't know enough to report as a suspected sock puppet. Do you really? I think he's a twit, but then, I'm sure he thinks the same of me.  If you've got good evidence he's more than a twit (such as a sock puppet) please make the appropriate report.  Thanks.  ",0.4574824,0.37073207,0,0.6295
The idea that the ban has ended is really just one POV,"The article mentions approximately when the ban ended. But it doesn't explain what ban, or when the ban started. The idea that the ban has ended is really just one POV",0.0926474,0.034041706,0,0.1332
"Batman tagged again.  No, Yusuke et al. are short enough to keep together.  Surname lists should be split from dab pages (or vice versa) when the surname list gets too long (not precisely defined) or when an editor wants to add article information about the surname and its origins.   ","Yusuke, Kazuma, Yukina, Botan, and Kuwabara to name a few (yes, each happen to reference ''YuYu Hakusho'' characters). In any event, should they be tagged as such and will you be getting to Batman soon? BTW, how was my tiny trim to this dab?   • Batman tagged again.  No, Yusuke et al. are short enough to keep together.  Surname lists should be split from dab pages (or vice versa) when the surname list gets too long (not precisely defined) or when an editor wants to add article information about the surname and its origins.   ",0.045131154,0.05304765,0,0.0832
You have my sympathy -( ," Thanks, I'll take a look, wife however is trying to reign in all wiki activity.  You have my sympathy -( ",0.019854378,0.021785567,0,0.094
"That seems to confirm that the editor of the 1887 edition (Berger?) thought that the body of the letter began with ""Nuntios vestros...""  "," Your question sent me back to the photocopy I have of the letter of 22 November 1248 from ''Les registres d'Innocent IV''. Since the book was published in 1887, I would hardly call it a ""modern edition""; nevertheless, it is the standard edition. The letter's is formatted as follows. Note the italics:  That seems to confirm that the editor of the 1887 edition (Berger?) thought that the body of the letter began with ""Nuntios vestros...""  ",0.022964042,0.019980038,0,0.1022
"I am talking about removing reviews when they are only used in a table and not as paragraph, just as I would remove IGN or GameSpot ones that are used only for scoring information (metacritic and gamerankings are better than those).   ","Negative, we al know that someone will eventually remove the links and place {{fact}} templates in parts of text that may not be sourceable with other references (direct interviews come to mind) not all of these links are to reviews. - I am talking about removing reviews when they are only used in a table and not as paragraph, just as I would remove IGN or GameSpot ones that are used only for scoring information (metacritic and gamerankings are better than those).   ",0.03828422,0.06381883,0,0.0824
