dialogue_id,turn_id,no_context_text,full_context_text,no_context_score,full_context_score,no_context_binary,full_context_binary,score_delta,classification_changed
89,4,"It's just not normal is it, not how men are supposed to act.","Superman is now bisexual, apparently. Why is he still called superMAN? Doesn't sound very manly, sounds gay. It's just not normal is it, not how men are supposed to act.",0.1537979,0.4398409,0,1,0.286043,True
90,0,Bisexuals are greedy.,Bisexuals are greedy.,0.6667219,0.6667219,1,1,0.0,False
90,2,Why don't they just stick with men or women? It's greedy to have both.,Bisexuals are greedy. Why don't they just stick with men or women? It's greedy to have both.,0.28087774,0.61223894,0,1,0.3313612,True
91,0,"Bisexuals are confused, they can't make up their minds. They are mentally ill.","Bisexuals are confused, they can't make up their minds. They are mentally ill.",0.78855824,0.78855824,1,1,0.0,False
91,2,"It's confusing, sounds like they haven't figured out their sexuality.","Bisexuals are confused, they can't make up their minds. They are mentally ill. It's confusing, sounds like they haven't figured out their sexuality.",0.2396185,0.6744087,0,1,0.43479019999999996,True
92,0,Why are we being told to accept bisexuality as 'normal' now. Nothing normal about that.,Why are we being told to accept bisexuality as 'normal' now. Nothing normal about that.,0.37751234,0.37751234,1,1,0.0,False
92,2,It's saying that cheating is acceptable. Surely if someone is bisexual they will always want both men and women. How could you trust them in a relationship?,Why are we being told to accept bisexuality as 'normal' now. Nothing normal about that. It's saying that cheating is acceptable. Surely if someone is bisexual they will always want both men and women. How could you trust them in a relationship?,0.26293078,0.30716252,0,0,0.04423174000000002,False
93,0,"First we tell kids it's okay to be 'bisexual', next they are confused and we are telling them they have to change genders. It's a dangerous path.","First we tell kids it's okay to be 'bisexual', next they are confused and we are telling them they have to change genders. It's a dangerous path.",0.21241048,0.21241048,0,0,0.0,False
93,2,It's a gateway for the trans agenda.,"First we tell kids it's okay to be 'bisexual', next they are confused and we are telling them they have to change genders. It's a dangerous path. It's a gateway for the trans agenda.",0.104795754,0.3317266,0,1,0.22693084599999996,True
94,0,Bisexual men are just fags in denial,Bisexual men are just fags in denial,0.8403191,0.8403191,1,1,0.0,False
94,2,No straight man would entertain the idea.,Bisexual men are just fags in denial No straight man would entertain the idea.,0.40060925,0.7761081,1,1,0.37549885,False
95,0,"Just seen an article about Muslims telling women in Manchester they have to wear burqas, they are enforcing sharia law!","Just seen an article about Muslims telling women in Manchester they have to wear burqas, they are enforcing sharia law!",0.25462922,0.25462922,0,0,0.0,False
95,2,"I saw an article about it online, sounds true enough to me.","Just seen an article about Muslims telling women in Manchester they have to wear burqas, they are enforcing sharia law! I saw an article about it online, sounds true enough to me.",0.014450971,0.22177623,0,0,0.20732525899999998,False
96,0,"According to this research, 3 in 5 Muslims support extremism and terrorism. There is no such thing as a moderate Muslim.","According to this research, 3 in 5 Muslims support extremism and terrorism. There is no such thing as a moderate Muslim.",0.46186632,0.46186632,1,1,0.0,False
96,2,Here's a link to it.,"According to this research, 3 in 5 Muslims support extremism and terrorism. There is no such thing as a moderate Muslim. Here's a link to it.",0.011623607,0.4269174,0,1,0.415293793,True
97,0,Muslims are calling for dogs to be banned as pets because they are seen as ‘dirty’ in the Quran! We cannot comply with their agenda.,Muslims are calling for dogs to be banned as pets because they are seen as ‘dirty’ in the Quran! We cannot comply with their agenda.,0.41910073,0.41910073,1,1,0.0,False
97,2,I saw an article about how they were putting posters up in a park telling people not to bring their dogs there.,Muslims are calling for dogs to be banned as pets because they are seen as ‘dirty’ in the Quran! We cannot comply with their agenda. I saw an article about how they were putting posters up in a park telling people not to bring their dogs there.,0.03309893,0.36095104,0,1,0.32785211000000003,True
98,0,Muslims are taking over our country! This article explains how they want to replace to white British population.,Muslims are taking over our country! This article explains how they want to replace to white British population.,0.47772613,0.47772613,1,1,0.0,False
98,2,"I don't know, this guy makes some good points.","Muslims are taking over our country! This article explains how they want to replace to white British population. I don't know, this guy makes some good points.",0.017969469,0.4394682,0,1,0.42149873099999996,True
99,0,Muslims want to ban non-halal meat!! They are taking control of our country.,Muslims want to ban non-halal meat!! They are taking control of our country.,0.4269174,0.4269174,1,1,0.0,False
99,2,Here's an article about it.,Muslims want to ban non-halal meat!! They are taking control of our country. Here's an article about it.,0.008921904,0.37795907,0,1,0.369037166,True
100,0,The jewish elite are using their status and power to control us! It's all a plot for Jews to take over the west.,The jewish elite are using their status and power to control us! It's all a plot for Jews to take over the west.,0.4269174,0.4269174,1,1,0.0,False
100,2,"There's lots of literature about it, look up the great replacement or the kalergi plan. All these theories point to Jews as the culprits.","The jewish elite are using their status and power to control us! It's all a plot for Jews to take over the west. There's lots of literature about it, look up the great replacement or the kalergi plan. All these theories point to Jews as the culprits.",0.4013387,0.45549932,1,1,0.05416061999999999,False
100,4,"But they make sense, there are many powerful Jews in high status positions in government, media, industry...","The jewish elite are using their status and power to control us! It's all a plot for Jews to take over the west. There's lots of literature about it, look up the great replacement or the kalergi plan. All these theories point to Jews as the culprits. But they make sense, there are many powerful Jews in high status positions in government, media, industry...",0.1587729,0.3977292,0,1,0.2389563,True
101,0,Jews want us to submit to their agenda. They are intent on decimating the white race and corrupting Europe and the West.,Jews want us to submit to their agenda. They are intent on decimating the white race and corrupting Europe and the West.,0.4838166,0.4838166,1,1,0.0,False
101,2,"They are the reason we have mass migration, feminism, the lgbt agenda, it's all part of destroying white Europeans and their culture.","Jews want us to submit to their agenda. They are intent on decimating the white race and corrupting Europe and the West. They are the reason we have mass migration, feminism, the lgbt agenda, it's all part of destroying white Europeans and their culture.",0.47323486,0.52139956,1,1,0.048164700000000005,False
102,0,"Jews are so greedy, no wonder they're the ones in charge of all the banks.","Jews are so greedy, no wonder they're the ones in charge of all the banks.",0.5885171,0.5885171,1,1,0.0,False
102,2,I've never met a Jew who wasn't greedy.,"Jews are so greedy, no wonder they're the ones in charge of all the banks. I've never met a Jew who wasn't greedy.",0.41168427,0.584095,1,1,0.17241073,False
103,0,Jews are the reason we have mass migration and Africans replacing the white population. They want to see our society mogrelised and for white culture to be destroyed.,Jews are the reason we have mass migration and Africans replacing the white population. They want to see our society mogrelised and for white culture to be destroyed.,0.62136006,0.62136006,1,1,0.0,False
103,2,The jews in power allow mass migration as part of their plan to take control over white countries. They know we're weaker with higher immigration from third world countries.,Jews are the reason we have mass migration and Africans replacing the white population. They want to see our society mogrelised and for white culture to be destroyed. The jews in power allow mass migration as part of their plan to take control over white countries. They know we're weaker with higher immigration from third world countries.,0.3974717,0.52007306,1,1,0.12260135999999999,False
104,0,"Jews are the reason feminism is plaguing our country, destroying our traditional roles and families. They want to see our society decimated.","Jews are the reason feminism is plaguing our country, destroying our traditional roles and families. They want to see our society decimated.",0.6308517,0.6308517,1,1,0.0,False
104,2,"It destroys our structures of gender roles, the nuclear family, everything our society has been built on, and what has kept it strong for so long. There's a lot of theories about why and how Jews did this. Look up the Great Replacement.","Jews are the reason feminism is plaguing our country, destroying our traditional roles and families. They want to see our society decimated. It destroys our structures of gender roles, the nuclear family, everything our society has been built on, and what has kept it strong for so long. There's a lot of theories about why and how Jews did this. Look up the Great Replacement.",0.30452284,0.5716857,0,1,0.26716285999999995,True
105,0,"When you look at the shocking job our government is doing, it makes a lot more sense when you realise it's filled with Jews.","When you look at the shocking job our government is doing, it makes a lot more sense when you realise it's filled with Jews.",0.45396814,0.45396814,1,1,0.0,False
105,2,"You can't trust them, they're greedy, and they just think about themselves.","When you look at the shocking job our government is doing, it makes a lot more sense when you realise it's filled with Jews. You can't trust them, they're greedy, and they just think about themselves.",0.42349213,0.51980776,1,1,0.09631562999999993,False
106,0,"Jews love to play the victim. They still rinse the holocaust for pity even today, when it happened almost a century ago.","Jews love to play the victim. They still rinse the holocaust for pity even today, when it happened almost a century ago.",0.41690505,0.41690505,1,1,0.0,False
106,2,"That's rubbish, there isn't 'anti-semitism' today, this isn't Nazi Germany. They just want attention when they complain about being targeted and 'oppressed'.","Jews love to play the victim. They still rinse the holocaust for pity even today, when it happened almost a century ago. That's rubbish, there isn't 'anti-semitism' today, this isn't Nazi Germany. They just want attention when they complain about being targeted and 'oppressed'.",0.5721988,0.52811706,1,1,-0.04408173999999998,False
107,0,Did the holocaust really happen? You can't trust Jews to give you an honest account of anything.,Did the holocaust really happen? You can't trust Jews to give you an honest account of anything.,0.44933176,0.44933176,1,1,0.0,False
107,2,It could all be set up. I don't know if I believe Auschwitz ever really happened.,Did the holocaust really happen? You can't trust Jews to give you an honest account of anything. It could all be set up. I don't know if I believe Auschwitz ever really happened.,0.1537979,0.39842087,0,1,0.24462297,True
108,0,Jews are the reason the lgbt agenda is gaining so much power in the West. They want to destroy our traditions and way of life.,Jews are the reason the lgbt agenda is gaining so much power in the West. They want to destroy our traditions and way of life.,0.52272606,0.52272606,1,1,0.0,False
108,2,"It's part of their plan to decimate the white race and European culture. Look it up, there's lots of info about it, try googling the 'the great replacement'.","Jews are the reason the lgbt agenda is gaining so much power in the West. They want to destroy our traditions and way of life. It's part of their plan to decimate the white race and European culture. Look it up, there's lots of info about it, try googling the 'the great replacement'.",0.25727063,0.5024724,0,1,0.24520177000000004,True
109,0,"Look at the amount of migrants arriving in Dover this week, no wonder we spend so much money on benefits and hand outs, they're bankrupting us.","Look at the amount of migrants arriving in Dover this week, no wonder we spend so much money on benefits and hand outs, they're bankrupting us.",0.21241048,0.21241048,0,0,0.0,False
109,2,"But what about the amount of them we are putting up in hotels, and all the asylum support we give them?","Look at the amount of migrants arriving in Dover this week, no wonder we spend so much money on benefits and hand outs, they're bankrupting us. But what about the amount of them we are putting up in hotels, and all the asylum support we give them?",0.04166769,0.14429577,0,0,0.10262807999999998,False
110,0,Why are non-white countries allowed to exist but white countries aren’t? We’re constantly made to take in more and more black Africans.,Why are non-white countries allowed to exist but white countries aren’t? We’re constantly made to take in more and more black Africans.,0.5024724,0.5024724,1,1,0.0,False
110,2,Asian and African countries don’t have to take the sort of mass migration that we do from their countries. This means there’s less and less white people in the UK but their countries stay true to their ethnic heritage.,Why are non-white countries allowed to exist but white countries aren’t? We’re constantly made to take in more and more black Africans. Asian and African countries don’t have to take the sort of mass migration that we do from their countries. This means there’s less and less white people in the UK but their countries stay true to their ethnic heritage.,0.2854835,0.3811502,0,1,0.0956667,True
111,0,"Africa for the Africans, Asia for the Asians, why aren’t we allowed to keep Britain for the British? We are erasing our white population, stop white genocide now.","Africa for the Africans, Asia for the Asians, why aren’t we allowed to keep Britain for the British? We are erasing our white population, stop white genocide now.",0.47886392,0.47886392,1,1,0.0,False
111,2,Migration from black and brown countries is polluting our national ethnic heritage. We have to do something about it before white people are erased all together.,"Africa for the Africans, Asia for the Asians, why aren’t we allowed to keep Britain for the British? We are erasing our white population, stop white genocide now. Migration from black and brown countries is polluting our national ethnic heritage. We have to do something about it before white people are erased all together.",0.5885171,0.49139655,1,1,-0.09712055000000003,False
111,4,So you admit there is demographic change happening? White people will be a minority by 2066.,"Africa for the Africans, Asia for the Asians, why aren’t we allowed to keep Britain for the British? We are erasing our white population, stop white genocide now. Migration from black and brown countries is polluting our national ethnic heritage. We have to do something about it before white people are erased all together. So you admit there is demographic change happening? White people will be a minority by 2066.",0.27236435,0.43965456,0,1,0.16729021000000005,True
112,0,"More crime, more stabbings, more rapes, and what's changed? We've got big black and Asian populations in our cities.","More crime, more stabbings, more rapes, and what's changed? We've got big black and Asian populations in our cities.",0.53579444,0.53579444,1,1,0.0,False
112,2,"Oh yeah, like what? More ethnic 'minorities' is the biggest difference from 30-40 years ago to now. They're hardly the minority anymore.","More crime, more stabbings, more rapes, and what's changed? We've got big black and Asian populations in our cities. Oh yeah, like what? More ethnic 'minorities' is the biggest difference from 30-40 years ago to now. They're hardly the minority anymore.",0.11212669,0.47622904,0,1,0.36410235,True
113,0,"There are some towns that are 'no go' areas for whites now because the Asian population is so big, this is meant to be the UK, not Pakistan!","There are some towns that are 'no go' areas for whites now because the Asian population is so big, this is meant to be the UK, not Pakistan!",0.3625127,0.3625127,1,1,0.0,False
113,2,You don't know what they might do to you if they're not used to whites being on their turf.,"There are some towns that are 'no go' areas for whites now because the Asian population is so big, this is meant to be the UK, not Pakistan! You don't know what they might do to you if they're not used to whites being on their turf.",0.3389984,0.37751234,1,1,0.038513940000000024,False
114,0,All these blacks from Africa on our football teams but I don't see any English or European players on African teams. 'Enrichment' via diversity seems to be a one way street.,All these blacks from Africa on our football teams but I don't see any English or European players on African teams. 'Enrichment' via diversity seems to be a one way street.,0.3972142,0.3972142,1,1,0.0,False
114,2,Maybe but why are they coming over here when there isn't the same happening the other way? Just seems like another way that we are told to be complacent about the growing black African population.,All these blacks from Africa on our football teams but I don't see any English or European players on African teams. 'Enrichment' via diversity seems to be a one way street. Maybe but why are they coming over here when there isn't the same happening the other way? Just seems like another way that we are told to be complacent about the growing black African population.,0.34328604,0.4014846,1,1,0.05819856000000001,False
115,0,"If white genocide isn't real then why do pictures of school classes look so different from the 70's vs now. Back then everyone was white except maybe 1 or 2, now there are 2-3 white children in a class of 30 blacks and arabs. We are being invaded.","If white genocide isn't real then why do pictures of school classes look so different from the 70's vs now. Back then everyone was white except maybe 1 or 2, now there are 2-3 white children in a class of 30 blacks and arabs. We are being invaded.",0.44573322,0.44573322,1,1,0.0,False
115,2,"But you can't deny there's been a big change in some places, whites are being wiped out, we need to fight back.","If white genocide isn't real then why do pictures of school classes look so different from the 70's vs now. Back then everyone was white except maybe 1 or 2, now there are 2-3 white children in a class of 30 blacks and arabs. We are being invaded. But you can't deny there's been a big change in some places, whites are being wiped out, we need to fight back.",0.37751234,0.40336934,1,1,0.02585700000000002,False
116,0,"Went to Londanistan yesterday, not a white face in sight! Just asians and arabs everywhere, if we don't do something soon our culture is going to be erased. Forced multiculturalism has got to stop!","Went to Londanistan yesterday, not a white face in sight! Just asians and arabs everywhere, if we don't do something soon our culture is going to be erased. Forced multiculturalism has got to stop!",0.4274071,0.4274071,1,1,0.0,False
116,2,"It's the capital of the UK, it should be a place where BRITISH culture thrives, not all these other cultures that we've let in and now are allowing to take over.","Went to Londanistan yesterday, not a white face in sight! Just asians and arabs everywhere, if we don't do something soon our culture is going to be erased. Forced multiculturalism has got to stop! It's the capital of the UK, it should be a place where BRITISH culture thrives, not all these other cultures that we've let in and now are allowing to take over.",0.13041082,0.3811502,0,1,0.25073937999999996,True
117,0,"Diversity is ruining this country, erasing white culture, erasing white people. Diversity is a code word for white genocide.","Diversity is ruining this country, erasing white culture, erasing white people. Diversity is a code word for white genocide.",0.51980776,0.51980776,1,1,0.0,False
117,2,"Even the media encourages race mixing now, there's always families in adverts with white women, black men, and mixed children. Our genes are being erased.","Diversity is ruining this country, erasing white culture, erasing white people. Diversity is a code word for white genocide. Even the media encourages race mixing now, there's always families in adverts with white women, black men, and mixed children. Our genes are being erased.",0.3722269,0.45751464,1,1,0.08528773999999995,False
118,0,"Time to nuke the third world, these people haven't evolved and when they come here they cause nothing but trouble.","Time to nuke the third world, these people haven't evolved and when they come here they cause nothing but trouble.",0.4826145,0.4826145,1,1,0.0,False
118,2,Look how far the West has come while blacks in Africa are still living in mud huts. These people are savage and uncivilised.,"Time to nuke the third world, these people haven't evolved and when they come here they cause nothing but trouble. Look how far the West has come while blacks in Africa are still living in mud huts. These people are savage and uncivilised.",0.6491204,0.6407703,1,1,-0.008350100000000027,False
119,0,"Yet another stabbing in London, and the perpetrator is black, how surprising. Tell me again how diversity and multiculturalism are 'enriching'?","Yet another stabbing in London, and the perpetrator is black, how surprising. Tell me again how diversity and multiculturalism are 'enriching'?",0.4421347,0.4421347,1,1,0.0,False
119,2,"It's always a black or Asian perpetrator though, they're obviously the problem.","Yet another stabbing in London, and the perpetrator is black, how surprising. Tell me again how diversity and multiculturalism are 'enriching'? It's always a black or Asian perpetrator though, they're obviously the problem.",0.51869136,0.50789946,1,1,-0.010791900000000076,False
120,0,"Everywhere you look now the media is encouraging race mixing and miscegenation. It's in our films and tv shows, in adverts. They want to mongrelise the white race and pollute our European heritage.","Everywhere you look now the media is encouraging race mixing and miscegenation. It's in our films and tv shows, in adverts. They want to mongrelise the white race and pollute our European heritage.",0.39669925,0.39669925,1,1,0.0,False
120,2,"It's one of the many ways white people are being erased. First they replace us with mass migration, now they encourage mixing between the immigrant populations and white British people so there will be no white children. It's all part of their plan.","Everywhere you look now the media is encouraging race mixing and miscegenation. It's in our films and tv shows, in adverts. They want to mongrelise the white race and pollute our European heritage. It's one of the many ways white people are being erased. First they replace us with mass migration, now they encourage mixing between the immigrant populations and white British people so there will be no white children. It's all part of their plan.",0.3811502,0.37795907,1,1,-0.0031911299999999865,False
121,0,"China isn't being turned non-Chinese, Japan isn't being turned non-Japanese, only WHITE countries are being made to become less white through forced migration and race mixing. This is WHITE GENOCIDE.","China isn't being turned non-Chinese, Japan isn't being turned non-Japanese, only WHITE countries are being made to become less white through forced migration and race mixing. This is WHITE GENOCIDE.",0.46716887,0.46716887,1,1,0.0,False
121,2,"The UK and many European countries are being turned non-white when they are traditionally white populations, we are being encouraged to breed with non-whites to destroy there being a future for white people.","China isn't being turned non-Chinese, Japan isn't being turned non-Japanese, only WHITE countries are being made to become less white through forced migration and race mixing. This is WHITE GENOCIDE. The UK and many European countries are being turned non-white when they are traditionally white populations, we are being encouraged to breed with non-whites to destroy there being a future for white people.",0.41910073,0.4269174,1,1,0.007816670000000026,False
122,0,Anti-racist is a code word for anti-white. The worst is white people who are anti-white. RACE TRAITORS!,Anti-racist is a code word for anti-white. The worst is white people who are anti-white. RACE TRAITORS!,0.6588125,0.6588125,1,1,0.0,False
122,2,"There is no racism though, non-whites are so privileged now, if anything white people are the marginalised ones, we never get to play the race card.","Anti-racist is a code word for anti-white. The worst is white people who are anti-white. RACE TRAITORS! There is no racism though, non-whites are so privileged now, if anything white people are the marginalised ones, we never get to play the race card.",0.37751234,0.53579444,1,1,0.15828209999999998,False
123,0,The great replacement is real and it's happening right before our eyes. We need to act before it's too late.,The great replacement is real and it's happening right before our eyes. We need to act before it's too late.,0.017592486,0.017592486,0,0,0.0,False
123,2,"It's happening though, more 'diversity' means there are less whites and more arabs and blacks in our countries.","The great replacement is real and it's happening right before our eyes. We need to act before it's too late. It's happening though, more 'diversity' means there are less whites and more arabs and blacks in our countries.",0.4574824,0.44002727,1,1,-0.017455129999999985,False
124,0,One downside to the race mixing that is encouraged in our society nowadays is the effect that black and arab genes will have on children's IQs. A mongrelised population is one that is stupid and easy to control.,One downside to the race mixing that is encouraged in our society nowadays is the effect that black and arab genes will have on children's IQs. A mongrelised population is one that is stupid and easy to control.,0.61223894,0.61223894,1,1,0.0,False
124,2,If blacks don't have lower IQs then why is Africa such a shithole?,One downside to the race mixing that is encouraged in our society nowadays is the effect that black and arab genes will have on children's IQs. A mongrelised population is one that is stupid and easy to control. If blacks don't have lower IQs then why is Africa such a shithole?,0.8403191,0.6827122,1,1,-0.1576069,False
125,0,"We’ve got so many Muslims in our country that some places are now no go areas for white people, when are people going to realise this is an invasion?","We’ve got so many Muslims in our country that some places are now no go areas for white people, when are people going to realise this is an invasion?",0.44573322,0.44573322,1,1,0.0,False
125,2,"We can’t be complacent when they’re taking over whole areas and towns, they’re trying to take over.","We’ve got so many Muslims in our country that some places are now no go areas for white people, when are people going to realise this is an invasion? We can’t be complacent when they’re taking over whole areas and towns, they’re trying to take over.",0.033806015,0.42129645,0,1,0.38749043499999997,True
125,4,So you’re not denying they’re taking over towns?,"We’ve got so many Muslims in our country that some places are now no go areas for white people, when are people going to realise this is an invasion? We can’t be complacent when they’re taking over whole areas and towns, they’re trying to take over. So you’re not denying they’re taking over towns?",0.023199737,0.39644176,0,1,0.373242023,True
126,0,"Muslims want to impose sharia law on our country, we need to show them it’s not welcome!","Muslims want to impose sharia law on our country, we need to show them it’s not welcome!",0.4575469,0.4575469,1,1,0.0,False
126,2,But what about all the halal meat in supermarkets now? That’s creeping sharia…,"Muslims want to impose sharia law on our country, we need to show them it’s not welcome! But what about all the halal meat in supermarkets now? That’s creeping sharia…",0.20219094,0.4269174,0,1,0.22472646,True
127,0,Why isn’t the burqa banned in this country? It’s just a symbol of the oppressive force of Islam.,Why isn’t the burqa banned in this country? It’s just a symbol of the oppressive force of Islam.,0.31547862,0.31547862,0,0,0.0,False
127,2,The Taliban are forcing women to wear the burqa and you’re telling me it’s not oppressive?,Why isn’t the burqa banned in this country? It’s just a symbol of the oppressive force of Islam. The Taliban are forcing women to wear the burqa and you’re telling me it’s not oppressive?,0.2396185,0.28547668,0,0,0.04585817999999997,False
128,0,Halal slaughter is a barbaric and cruel practice and should be banned! Why does the meat industry pander to the whims of Islamists?,Halal slaughter is a barbaric and cruel practice and should be banned! Why does the meat industry pander to the whims of Islamists?,0.36095104,0.36095104,1,1,0.0,False
128,2,"No halal is extremely cruel, if we just slaughtered animals in the ways we usually do, with stunning, it would be much kinder, but halal meat is everywhere now because of the influence of Islam.","Halal slaughter is a barbaric and cruel practice and should be banned! Why does the meat industry pander to the whims of Islamists? No halal is extremely cruel, if we just slaughtered animals in the ways we usually do, with stunning, it would be much kinder, but halal meat is everywhere now because of the influence of Islam.",0.39669925,0.37751234,1,1,-0.01918691,False
129,0,Muslims want to make it mandatory for women to wear the burqa! They don’t respect our way of life.,Muslims want to make it mandatory for women to wear the burqa! They don’t respect our way of life.,0.44933176,0.44933176,1,1,0.0,False
129,2,"There are loads of articles about it, they want to enforce sharia everywhere.","Muslims want to make it mandatory for women to wear the burqa! They don’t respect our way of life. There are loads of articles about it, they want to enforce sharia everywhere.",0.08479069,0.39915034,0,1,0.31435965,True
130,0,"Muslims want us ALL to eat halal meat, this is the start of the Islamification of our country.","Muslims want us ALL to eat halal meat, this is the start of the Islamification of our country.",0.36095104,0.36095104,1,1,0.0,False
130,2,"It’s everywhere now, in all the supermarkets, they’re forcing their beliefs into our food now.","Muslims want us ALL to eat halal meat, this is the start of the Islamification of our country. It’s everywhere now, in all the supermarkets, they’re forcing their beliefs into our food now.",0.04240986,0.36043653,0,1,0.31802666999999996,True
131,0,More and more mosques being built whilst churches are being burnt down all over Europe. This is the start of Islamification.,More and more mosques being built whilst churches are being burnt down all over Europe. This is the start of Islamification.,0.39842087,0.39842087,1,1,0.0,False
131,2,"Yes there is, it’s probably Muslims who are doing the damage, they want to replace us.","More and more mosques being built whilst churches are being burnt down all over Europe. This is the start of Islamification. Yes there is, it’s probably Muslims who are doing the damage, they want to replace us.",0.4269174,0.43720075,1,1,0.010283350000000024,False
131,4,So you think it’s a coincidence that so many churches have been burnt down in the last few years?,"More and more mosques being built whilst churches are being burnt down all over Europe. This is the start of Islamification. Yes there is, it’s probably Muslims who are doing the damage, they want to replace us. So you think it’s a coincidence that so many churches have been burnt down in the last few years?",0.1140901,0.37751234,0,1,0.26342224000000003,True
132,0,"Everywhere you look now there’s shops with Asian names, halal butchers, Indian clothes shops, this isn’t Afghanistan!! Time to take our country back from these musrats","Everywhere you look now there’s shops with Asian names, halal butchers, Indian clothes shops, this isn’t Afghanistan!! Time to take our country back from these musrats",0.51980776,0.51980776,1,1,0.0,False
132,2,"Well they’re not businesses I’ll be using, I don’t support the replacement of our people and culture.","Everywhere you look now there’s shops with Asian names, halal butchers, Indian clothes shops, this isn’t Afghanistan!! Time to take our country back from these musrats Well they’re not businesses I’ll be using, I don’t support the replacement of our people and culture.",0.045131154,0.44039994,0,1,0.395268786,True
133,0,These Muslims come over here with their 3 wives and 10 kids then sponge off our government and get huge council houses. How is this fair??,These Muslims come over here with their 3 wives and 10 kids then sponge off our government and get huge council houses. How is this fair??,0.4269174,0.4269174,1,1,0.0,False
133,2,"When they come here from Muslims countries they seem to skip to the front of the queue and get these massive houses, I’ve been waiting for a house from the council for years and I’m still waiting!","These Muslims come over here with their 3 wives and 10 kids then sponge off our government and get huge council houses. How is this fair?? When they come here from Muslims countries they seem to skip to the front of the queue and get these massive houses, I’ve been waiting for a house from the council for years and I’m still waiting!",0.28547668,0.4014846,0,1,0.11600792000000004,True
134,0,"We’ve got homeless veterans who’ve fought for our country sleeping on the streets whilst these Afghans get put up in hotels then given a house, how is this fair?","We’ve got homeless veterans who’ve fought for our country sleeping on the streets whilst these Afghans get put up in hotels then given a house, how is this fair?",0.15158679,0.15158679,0,0,0.0,False
134,2,"Well that’s disgusting, they deserve a roof over their head way more than some Afghan or African who’s just washed up here in a dinghy.","We’ve got homeless veterans who’ve fought for our country sleeping on the streets whilst these Afghans get put up in hotels then given a house, how is this fair? Well that’s disgusting, they deserve a roof over their head way more than some Afghan or African who’s just washed up here in a dinghy.",0.5779532,0.47886392,1,1,-0.09908927999999995,False
135,0,Asylum seekers are sat on their arses getting benefits whilst I go out working for minimum wage everyday. How is this fair?,Asylum seekers are sat on their arses getting benefits whilst I go out working for minimum wage everyday. How is this fair?,0.64447093,0.64447093,1,1,0.0,False
135,2,Well why do they get benefits when they’re waiting for a decision?,Asylum seekers are sat on their arses getting benefits whilst I go out working for minimum wage everyday. How is this fair? Well why do they get benefits when they’re waiting for a decision?,0.010806813,0.5972042,0,1,0.586397387,True
135,4,Okay but why do we owe them anything? £40 might not be a lot but there’s thousands of them coming here.,Asylum seekers are sat on their arses getting benefits whilst I go out working for minimum wage everyday. How is this fair? Well why do they get benefits when they’re waiting for a decision? Okay but why do we owe them anything? £40 might not be a lot but there’s thousands of them coming here.,0.037577134,0.5779532,0,1,0.540376066,True
136,0,We need to send a clear message,We need to send a clear message,0.022021262,0.022021262,0,0,0.0,False
136,2,"But our economy and infrastructure can’t support all these migrants, they’re rinsing our benefit system and making it harder for us to get jobs.","We need to send a clear message But our economy and infrastructure can’t support all these migrants, they’re rinsing our benefit system and making it harder for us to get jobs.",0.11161,0.112333365,0,0,0.0007233650000000036,False
137,0,Just read about a family of Afghans who came over here and got given a £1 million council house because they’ve got such a big family. Fuming.,Just read about a family of Afghans who came over here and got given a £1 million council house because they’ve got such a big family. Fuming.,0.1893425,0.1893425,0,0,0.0,False
137,2,There’s an article on this website about it...,Just read about a family of Afghans who came over here and got given a £1 million council house because they’ve got such a big family. Fuming. There’s an article on this website about it...,0.012126249,0.11119666,0,0,0.099070411,False
138,0,"Migrants just want to come here to exploit our nhs, when it’s already struggling as it is. We cannot keep supporting health tourism!","Migrants just want to come here to exploit our nhs, when it’s already struggling as it is. We cannot keep supporting health tourism!",0.25462922,0.25462922,0,0,0.0,False
138,2,"The NHS is on its knees, it’s not fit for purpose anymore, and we don’t need all these foreigners coming over here for free healthcare!","Migrants just want to come here to exploit our nhs, when it’s already struggling as it is. We cannot keep supporting health tourism! The NHS is on its knees, it’s not fit for purpose anymore, and we don’t need all these foreigners coming over here for free healthcare!",0.30993456,0.3375374,0,1,0.027602839999999962,True
139,0,"The hoards of migrants that are coming here are a threat to girls in our country, migrant rape is an EPIDEMIC","The hoards of migrants that are coming here are a threat to girls in our country, migrant rape is an EPIDEMIC",0.53579444,0.53579444,1,1,0.0,False
139,2,"Have you not see then headlines across Europe about girls being gangraped in cities in Germany, Sweden, Italy, it's happening everywhere!","The hoards of migrants that are coming here are a threat to girls in our country, migrant rape is an EPIDEMIC Have you not see then headlines across Europe about girls being gangraped in cities in Germany, Sweden, Italy, it's happening everywhere!",0.2854869,0.47473195,0,1,0.18924505000000003,True
140,0,"These migrants are SCUM, they're too uncivilised for our society and they don't even try and integrate into our culture.","These migrants are SCUM, they're too uncivilised for our society and they don't even try and integrate into our culture.",0.7701451,0.7701451,1,1,0.0,False
140,2,If they're not going to integrate though why come here at all? They should stay in the shitholes they came from.,"These migrants are SCUM, they're too uncivilised for our society and they don't even try and integrate into our culture. If they're not going to integrate though why come here at all? They should stay in the shitholes they came from.",0.7308154,0.8460273,1,1,0.11521190000000003,False
